SampleID	NERR	prev_sample_name	Quarter_txt	Quarter_num	Replicate	Sample.Site	NERR_TYPE	NERR_LONG	SITE	LAT	LONG	HAB_TYPE	Region	Ocean	North_South	input	filtered	percentage_of_input_passed_filter	denoised	merged	percentage_of_input_merged	non.chimeric	percentage_of_input_non.chimeric	Site_Corrected	NERR_SITE_QTR	NERR_SITE_QTR_REP	SWMP_ID	datenum	yr	mnth	day	lub_date	met	wc	nut	Temp_Min.	Temp_Median	Temp_Mean	Temp_Max.	SpCond_Min.	SpCond_Median	SpCond_Mean	SpCond_Max.	Sal_Min.	Sal_Median	Sal_Mean	Sal_Max.	DO_pct_Min.	DO_pct_Median	DO_pct_Mean	DO_pct_Max.	DO_mgl_Min.	DO_mgl_Median	DO_mgl_Mean	DO_mgl_Max.	Depth_Min.	Depth_Median	Depth_Mean	Depth_Max.	pH_Min.	pH_Median	pH_Mean	pH_Max.	Turb_Min.	Turb_Median	Turb_Mean	Turb_Max.	days_since_wc	ATemp_Min.	ATemp_Median	ATemp_Mean	ATemp_Max.	WSpd_Min.	WSpd_Median	WSpd_Mean	WSpd_Max.	MaxWSpd_Min.	MaxWSpd_Median	MaxWSpd_Mean	MaxWSpd_Max.	TotPAR_Min.	TotPAR_Median	TotPAR_Mean	TotPAR_Max.	TotPrcp_Min.	TotPrcp_Median	TotPrcp_Mean	TotPrcp_Max.	days_since_met	PO4F_Min.	PO4F_Median	PO4F_Mean	PO4F_Max.	NH4F_Min.	NH4F_Median	NH4F_Mean	NH4F_Max.	NO23F_Min.	NO23F_Median	NO23F_Mean	NO23F_Max.	CHLA_N_Min.	CHLA_N_Median	CHLA_N_Mean	CHLA_N_Max.	days_since_nut	salinity	Temp_Min..1	Temp_Median.1	Temp_Mean.1	Temp_Max..1	SpCond_Min..1	SpCond_Median.1	SpCond_Mean.1	SpCond_Max..1	Sal_Min..1	Sal_Median.1	Sal_Mean.1	Sal_Max..1	DO_pct_Min..1	DO_pct_Median.1	DO_pct_Mean.1	DO_pct_Max..1	DO_mgl_Min..1	DO_mgl_Median.1	DO_mgl_Mean.1	DO_mgl_Max..1	Depth_Min..1	Depth_Median.1	Depth_Mean.1	Depth_Max..1	pH_Min..1	pH_Median.1	pH_Mean.1	pH_Max..1	Turb_Min..1	Turb_Median.1	Turb_Mean.1	Turb_Max..1	days_since_wc.1	ATemp_Min..1	ATemp_Median.1	ATemp_Mean.1	ATemp_Max..1	WSpd_Min..1	WSpd_Median.1	WSpd_Mean.1	WSpd_Max..1	MaxWSpd_Min..1	MaxWSpd_Median.1	MaxWSpd_Mean.1	MaxWSpd_Max..1	TotPAR_Min..1	TotPAR_Median.1	TotPAR_Mean.1	TotPAR_Max..1	TotPrcp_Min..1	TotPrcp_Median.1	TotPrcp_Mean.1	TotPrcp_Max..1	days_since_met.1	PO4F_Min..1	PO4F_Median.1	PO4F_Mean.1	PO4F_Max..1	NH4F_Min..1	NH4F_Median.1	NH4F_Mean.1	NH4F_Max..1	NO23F_Min..1	NO23F_Median.1	NO23F_Mean.1	NO23F_Max..1	CHLA_N_Min..1	CHLA_N_Median.1	CHLA_N_Mean.1	CHLA_N_Max..1	days_since_nut.1
JCCNw0219242	JC	JCCNw0219242	Feb_24	8	2	CN	JCCN	Chestnut_Neck	BN	39.5479	-74.4608	River_in_Spartina_marsh	NE	Atlantic	North	111924	109973	98.26	109577	108820	97.23	108083	96.57	JCNE	JCNE_Q8	JCNE_Q8_2	JACNE	21924	24	2	19	2/19/24	jacnemet	jacnewq	jacnenut	3.3	3.9	3.872916667	4.5	10.69	17.775	17.99760417	25.28	6	10.3	10.509375	15.2	92.4	93.9	94.3125	97.6	11.4	11.5	11.56458333	11.8	1.22	1.735	1.728020833	2.11	7.1	7.4	7.425	7.7	7	10	9.875	13	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	B	3.3	3.9	3.872916667	4.5	10.69	17.775	17.99760417	25.28	6	10.3	10.509375	15.2	92.4	93.9	94.3125	97.6	11.4	11.5	11.56458333	11.8	1.22	1.735	1.728020833	2.11	7.1	7.4	7.425	7.7	7	10	9.875	13	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JCCNw0219243	JC	JCCNw0219243	Feb_24	8	3	CN	JCCN	Chestnut_Neck	BN	39.5479	-74.4608	River_in_Spartina_marsh	NE	Atlantic	North	128864	126694	98.32	126243	125466	97.36	124589	96.68	JCNE	JCNE_Q8	JCNE_Q8_3	JACNE	21924	24	2	19	2/19/24	jacnemet	jacnewq	jacnenut	3.3	3.9	3.872916667	4.5	10.69	17.775	17.99760417	25.28	6	10.3	10.509375	15.2	92.4	93.9	94.3125	97.6	11.4	11.5	11.56458333	11.8	1.22	1.735	1.728020833	2.11	7.1	7.4	7.425	7.7	7	10	9.875	13	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	B	3.3	3.9	3.872916667	4.5	10.69	17.775	17.99760417	25.28	6	10.3	10.509375	15.2	92.4	93.9	94.3125	97.6	11.4	11.5	11.56458333	11.8	1.22	1.735	1.728020833	2.11	7.1	7.4	7.425	7.7	7	10	9.875	13	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JCLSw0219241	JC	JCLSw0219241	Feb_24	8	1	LS	JCLS	Little_Sheepshead_Creek	LS	39.51946	-74.319223	Marsh_creek	NE	Atlantic	North	33227	32785	98.67	32622	32403	97.52	31978	96.24	JCLS	JCLS_Q8	JCLS_Q8_1		21924	24	2	19	2/19/24	met	wq	nut	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JCLSw0219242	JC	JCLSw0219242	Feb_24	8	2	LS	JCLS	Little_Sheepshead_Creek	LS	39.51946	-74.319223	Marsh_creek	NE	Atlantic	North	209164	206055	98.51	205443	203942	97.5	201115	96.15	JCLS	JCLS_Q8	JCLS_Q8_2		21924	24	2	19	2/19/24	met	wq	nut	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JCLSw0219243	JC	JCLSw0219243	Feb_24	8	3	LS	JCLS	Little_Sheepshead_Creek	LS	39.51946	-74.319223	Marsh_creek	NE	Atlantic	North	32431	31921	98.43	31782	31538	97.25	31155	96.07	JCLS	JCLS_Q8	JCLS_Q8_3		21924	24	2	19	2/19/24	met	wq	nut	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MAABw0214241	MA	MAABw0214241	Feb_24	8	1	AB	MAAB	Aransas_Bay	AB	27.9746	-97.0239	Open_bay	Gulf	Gulf	South	23272	22922	98.5	22779	21850	93.89	21746	93.44	MAAB	MAAB_Q8	MAAB_Q8_1	MARAB	21424	24	2	14	2/14/24	marabmet	marabwq	marabnut	16.9	17.2	17.1375	17.4	45.78	46.36	46.24354167	46.63	29.7	30.2	30.06979167	30.3	95	99.65	99.42708333	102.1	7.6	8	7.995833333	8.2	0.09	0.17	0.164895833	0.24	8.2	8.25	8.25	8.3	2	3	3.3125	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S	16.9	17.2	17.1375	17.4	45.78	46.36	46.24354167	46.63	29.7	30.2	30.06979167	30.3	95	99.65	99.42708333	102.1	7.6	8	7.995833333	8.2	0.09	0.17	0.164895833	0.24	8.2	8.25	8.25	8.3	2	3	3.3125	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MAABw0214242	MA	MAABw0214242	Feb_24	8	2	AB	MAAB	Aransas_Bay	AB	27.9746	-97.0239	Open_bay	Gulf	Gulf	South	66703	64339	96.46	63935	61170	91.71	60866	91.25	MAAB	MAAB_Q8	MAAB_Q8_2	MARAB	21424	24	2	14	2/14/24	marabmet	marabwq	marabnut	16.9	17.2	17.1375	17.4	45.78	46.36	46.24354167	46.63	29.7	30.2	30.06979167	30.3	95	99.65	99.42708333	102.1	7.6	8	7.995833333	8.2	0.09	0.17	0.164895833	0.24	8.2	8.25	8.25	8.3	2	3	3.3125	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S	16.9	17.2	17.1375	17.4	45.78	46.36	46.24354167	46.63	29.7	30.2	30.06979167	30.3	95	99.65	99.42708333	102.1	7.6	8	7.995833333	8.2	0.09	0.17	0.164895833	0.24	8.2	8.25	8.25	8.3	2	3	3.3125	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MAABw0214243	MA	MAABw0214243	Feb_24	8	3	AB	MAAB	Aransas_Bay	AB	27.9746	-97.0239	Open_bay	Gulf	Gulf	South	33709	33204	98.5	33026	31600	93.74	31443	93.28	MAAB	MAAB_Q8	MAAB_Q8_3	MARAB	21424	24	2	14	2/14/24	marabmet	marabwq	marabnut	16.9	17.2	17.1375	17.4	45.78	46.36	46.24354167	46.63	29.7	30.2	30.06979167	30.3	95	99.65	99.42708333	102.1	7.6	8	7.995833333	8.2	0.09	0.17	0.164895833	0.24	8.2	8.25	8.25	8.3	2	3	3.3125	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S	16.9	17.2	17.1375	17.4	45.78	46.36	46.24354167	46.63	29.7	30.2	30.06979167	30.3	95	99.65	99.42708333	102.1	7.6	8	7.995833333	8.2	0.09	0.17	0.164895833	0.24	8.2	8.25	8.25	8.3	2	3	3.3125	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MACEw0214241	MA	MACEw0214241	Feb_24	8	1	CE	MACE	Copano_East	CE	28.13234	-97.034439	Open_bay	Gulf	Gulf	South	41779	40267	96.38	40037	39733	95.1	39453	94.43	MACE	MACE_Q8	MACE_Q8_1	MARCEM	21424	24	2	14	2/14/24	marcemmet	marcemwq	marcemnut	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MACEw0214242	MA	MACEw0214242	Feb_24	8	2	CE	MACE	Copano_East	CE	28.13234	-97.034439	Open_bay	Gulf	Gulf	South	157597	154818	98.24	154232	153100	97.15	152259	96.61	MACE	MACE_Q8	MACE_Q8_2	MARCEM	21424	24	2	14	2/14/24	marcemmet	marcemwq	marcemnut	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MACEw0214243	MA	MACEw0214243	Feb_24	8	3	CE	MACE	Copano_East	CE	28.13234	-97.034439	Open_bay	Gulf	Gulf	South	99071	97283	98.2	96949	96268	97.17	95803	96.7	MACE	MACE_Q8	MACE_Q8_3	MARCEM	21424	24	2	14	2/14/24	marcemmet	marcemwq	marcemnut	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MACWw0214241	MA	MACWw0214241	Feb_24	8	1	CW	MACW	Copano_West	CW	28.084033	-97.200898	Open_bay	Gulf	Gulf	South	682	486	71.26	428	352	51.61	352	51.61	MACW	MACW_Q8	MACW_Q8_1	MARCW	21424	24	2	14	2/14/24	marcwmet	marcwwq	marcwnut	16.9	17.2	17.16947368	17.4	37.93	38.32	38.26389474	38.37	24.1	24.4	24.35578947	24.4	2	96.1	91.99047619	102.3	-4.9	8	7.023333333	8.5	NA	NA	NA	NA	7.9	8	7.969473684	8	5	7	7.863157895	12	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S	16.9	17.2	17.16947368	17.4	37.93	38.32	38.26389474	38.37	24.1	24.4	24.35578947	24.4	2	96.1	91.99047619	102.3	-4.9	8	7.023333333	8.5	NA	NA	NaN	NA	7.9	8	7.969473684	8	5	7	7.863157895	12	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MACWw0214242	MA	MACWw0214242	Feb_24	8	2	CW	MACW	Copano_West	CW	28.084033	-97.200898	Open_bay	Gulf	Gulf	South	13308	13035	97.95	12943	12838	96.47	12800	96.18	MACW	MACW_Q8	MACW_Q8_2	MARCW	21424	24	2	14	2/14/24	marcwmet	marcwwq	marcwnut	16.9	17.2	17.16947368	17.4	37.93	38.32	38.26389474	38.37	24.1	24.4	24.35578947	24.4	2	96.1	91.99047619	102.3	-4.9	8	7.023333333	8.5	NA	NA	NA	NA	7.9	8	7.969473684	8	5	7	7.863157895	12	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S	16.9	17.2	17.16947368	17.4	37.93	38.32	38.26389474	38.37	24.1	24.4	24.35578947	24.4	2	96.1	91.99047619	102.3	-4.9	8	7.023333333	8.5	NA	NA	NaN	NA	7.9	8	7.969473684	8	5	7	7.863157895	12	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MACWw0214243	MA	MACWw0214243	Feb_24	8	3	CW	MACW	Copano_West	CW	28.084033	-97.200898	Open_bay	Gulf	Gulf	South	202131	198627	98.27	197544	195328	96.63	194504	96.23	MACW	MACW_Q8	MACW_Q8_3	MARCW	21424	24	2	14	2/14/24	marcwmet	marcwwq	marcwnut	16.9	17.2	17.16947368	17.4	37.93	38.32	38.26389474	38.37	24.1	24.4	24.35578947	24.4	2	96.1	91.99047619	102.3	-4.9	8	7.023333333	8.5	NA	NA	NA	NA	7.9	8	7.969473684	8	5	7	7.863157895	12	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S	16.9	17.2	17.16947368	17.4	37.93	38.32	38.26389474	38.37	24.1	24.4	24.35578947	24.4	2	96.1	91.99047619	102.3	-4.9	8	7.023333333	8.5	NA	NA	NaN	NA	7.9	8	7.969473684	8	5	7	7.863157895	12	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MAMBw0214241	MA	MAMBw0214241	Feb_24	8	1	MB	MAMB	Mesquite_Bay	MB	28.138502	-96.82847	Open_bay	Gulf	Gulf	South	128297	126003	98.21	125618	124465	97.01	123783	96.48	MAMB	MAMB_Q8	MAMB_Q8_1	MARMB	21424	24	2	14	2/14/24	marmbmet	marmbwq	marmbnut	16.3	16.9	16.91666667	17.6	43.69	44.43	44.5209375	45.53	28.2	28.8	28.821875	29.5	102	106.5	107.234375	112.3	8.3	8.7	8.725	9.1	NA	NA	NA	NA	8.2	8.3	8.29375	8.4	0	1	1.354166667	3	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S	16.3	16.9	16.91666667	17.6	43.69	44.43	44.5209375	45.53	28.2	28.8	28.821875	29.5	102	106.5	107.234375	112.3	8.3	8.7	8.725	9.1	NA	NA	NaN	NA	8.2	8.3	8.29375	8.4	0	1	1.354166667	3	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MAMBw0214242	MA	MAMBw0214242	Feb_24	8	2	MB	MAMB	Mesquite_Bay	MB	28.138502	-96.82847	Open_bay	Gulf	Gulf	South	41898	41113	98.13	40953	40529	96.73	40246	96.06	MAMB	MAMB_Q8	MAMB_Q8_2	MARMB	21424	24	2	14	2/14/24	marmbmet	marmbwq	marmbnut	16.3	16.9	16.91666667	17.6	43.69	44.43	44.5209375	45.53	28.2	28.8	28.821875	29.5	102	106.5	107.234375	112.3	8.3	8.7	8.725	9.1	NA	NA	NA	NA	8.2	8.3	8.29375	8.4	0	1	1.354166667	3	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S	16.3	16.9	16.91666667	17.6	43.69	44.43	44.5209375	45.53	28.2	28.8	28.821875	29.5	102	106.5	107.234375	112.3	8.3	8.7	8.725	9.1	NA	NA	NaN	NA	8.2	8.3	8.29375	8.4	0	1	1.354166667	3	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MAMBw0214243	MA	MAMBw0214243	Feb_24	8	3	MB	MAMB	Mesquite_Bay	MB	28.138502	-96.82847	Open_bay	Gulf	Gulf	South	184853	181311	98.08	180709	178764	96.71	177448	95.99	MAMB	MAMB_Q8	MAMB_Q8_3	MARMB	21424	24	2	14	2/14/24	marmbmet	marmbwq	marmbnut	16.3	16.9	16.91666667	17.6	43.69	44.43	44.5209375	45.53	28.2	28.8	28.821875	29.5	102	106.5	107.234375	112.3	8.3	8.7	8.725	9.1	NA	NA	NA	NA	8.2	8.3	8.29375	8.4	0	1	1.354166667	3	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S	16.3	16.9	16.91666667	17.6	43.69	44.43	44.5209375	45.53	28.2	28.8	28.821875	29.5	102	106.5	107.234375	112.3	8.3	8.7	8.725	9.1	NA	NA	NaN	NA	8.2	8.3	8.29375	8.4	0	1	1.354166667	3	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
WEINw0221241	WE	WEINw0221241	Feb_24	8	1	IN	WEIN	Inlet	IN	43.320269	-70.563505	Inlet_to_the_Webhannet_River_Estuary	NE	Atlantic	North	345	338	97.97	322	312	90.43	312	90.43	WEIN	WEIN_Q8	WEIN_Q8_1	WELIN	22124	24	2	21	2/21/24	welinmet	welinwq	welinnut	1.7	2.8	2.5	3	46.45	48.975	48.5740625	49.54	29.1	31	30.67708333	31.4	86.5	90.6	90.33958333	94	9.6	9.9	10.00625	10.7	NA	NA	NA	NA	7.9	8	7.966666667	8	1	2	2.041666667	4	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	B	1.7	2.8	2.5	3	46.45	48.975	48.5740625	49.54	29.1	31	30.67708333	31.4	86.5	90.6	90.33958333	94	9.6	9.9	10.00625	10.7	NA	NA	NaN	NA	7.9	8	7.966666667	8	1	2	2.041666667	4	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
WEINw0221242	WE	WEINw0221242	Feb_24	8	2	IN	WEIN	Inlet	IN	43.320269	-70.563505	Inlet_to_the_Webhannet_River_Estuary	NE	Atlantic	North	176317	173149	98.2	172737	171527	97.28	169587	96.18	WEIN	WEIN_Q8	WEIN_Q8_2	WELIN	22124	24	2	21	2/21/24	welinmet	welinwq	welinnut	1.7	2.8	2.5	3	46.45	48.975	48.5740625	49.54	29.1	31	30.67708333	31.4	86.5	90.6	90.33958333	94	9.6	9.9	10.00625	10.7	NA	NA	NA	NA	7.9	8	7.966666667	8	1	2	2.041666667	4	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	B	1.7	2.8	2.5	3	46.45	48.975	48.5740625	49.54	29.1	31	30.67708333	31.4	86.5	90.6	90.33958333	94	9.6	9.9	10.00625	10.7	NA	NA	NaN	NA	7.9	8	7.966666667	8	1	2	2.041666667	4	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
